time,displacement
0.0,1.0
0.01001001001001001,0.9930401477093005
0.02002002002002002,0.9822175465349955
0.03003003003003003,0.967613523226224
0.04004004004004004,0.9493235675363287
0.050050050050050046,0.9274568130543508
0.06006006006006006,0.9021354691829685
0.07007007007007007,0.873494206998624
0.08008008008008008,0.8416795018849348
0.09009009009009009,0.8068489359728654
0.10010010010010009,0.7691704635500587
0.11011011011011011,0.7288216427168652
0.12012012012012012,0.685988836667613
0.13013013013013014,0.6408663880622791
0.14014014014014015,0.5936557700257683
0.15015015015015015,0.5445647173693152
0.16016016016016016,0.4938063416710399
0.17017017017017017,0.44159823388037067
0.18018018018018017,0.3881615581239553
0.19019019019019018,0.3337201403888776
0.20020020020020018,0.2784995557426865
0.21021021021021022,0.22272621771907153
0.22022022022022023,0.16662647345331635
0.23023023023023023,0.1104257080931832
0.24024024024024024,0.05434746193904623
0.2502502502502503,-0.0013874363177120617
0.2602602602602603,-0.056561716986331605
0.2702702702702703,-0.1109624942359004
0.2802802802802803,-0.16438206538046615
0.2902902902902903,-0.21661868167987905
0.3003003003003003,-0.2674772878879918
0.3103103103103103,-0.3167702279311534
0.3203203203203203,-0.3643179142601242
0.3303303303303303,-0.40994945858683685
0.34034034034034033,-0.45350326189313406
0.35035035035035034,-0.494827561780921
0.36036036036036034,-0.5337809354213139
0.37037037037037035,-0.5702327565535253
0.38038038038038036,-0.6040636051816161
0.39039039039039036,-0.6351656288179949
0.40040040040040037,-0.6634428543258768
0.41041041041041043,-0.6888114496179537
0.42042042042042044,-0.7111999346744904
0.43043043043043044,-0.730549341550072
0.44044044044044045,-0.7468133232435096
0.45045045045045046,-0.7599582115091513
0.46046046046046046,-0.769963023889234
0.47047047047047047,-0.77681942044519
0.4804804804804805,-0.7805316108602415
0.4904904904904905,-0.7811162127754266
0.5005005005005005,-0.7786020624057134
0.5105105105105106,-0.7730299786613826
0.5205205205205206,-0.764452482171767
0.5305305305305306,-0.7529334707730793
0.5405405405405406,-0.7385478531789005
0.5505505505505506,-0.7213811427003604
