t,clean,raw,outlier_flag,repaired,missing_flag,smoothed,peak_flag
0.0,0.0,0.024835707650561634,False,0.024835707650561634,False,0.043394614286135814,False
0.01001001001001001,0.06335464661045005,0.056003447254913755,False,0.056003447254913755,False,0.08603938885066269,False
0.02002002002002002,0.12744472843834306,0.1639563798359212,False,0.1639563798359212,False,0.16415148648688813,False
0.03003003003003003,0.1919727827586924,0.2827432895670547,False,0.2827432895670547,False,0.24307839909658158,False
0.04004004004004004,0.25661367865617873,0.24190166197713625,False,0.24190166197713625,False,0.3225656508465454,False
0.050050050050050046,0.32101518270181467,-1.6944497410462587,True,0.49414350412148833,False,0.42058035943483396,False
0.06006006006006006,0.3847988959520872,0.49414350412148833,False,0.49414350412148833,False,0.48112540312867047,False
0.07007007007007007,0.44756159457318156,0.5031070465863527,False,0.5031070465863527,False,0.49830290265918764,False
0.08008008008008008,0.5088770045668217,0.4734580493083028,False,0.4734580493083028,False,0.5219983132433716,False
0.09009009009009009,0.5682980384687172,0.6108428310740857,False,0.6108428310740857,False,0.5678718929261333,False
0.10010010010010009,0.6253595184351096,0.5876985005339109,False,0.5876985005339109,False,0.6084492231061142,False
0.11011011011011011,0.6795814057630242,0.6404698540526642,False,0.6404698540526642,False,0.6505289504105435,False
0.12012012012012012,0.7304725515495804,0.7514080050223607,False,0.7514080050223607,False,0.675730045721726,False
0.13013013013013014,0.7775349768403472,0.6074888490715026,False,0.6074888490715026,False,0.6690969821475875,False
0.14014014014014015,0.8202686832156538,0.6632779876334689,False,0.6632779876334689,False,0.6973432180424518,False
0.15015015015015015,0.8581769863036304,0.8059354989775751,False,0.8059354989775751,False,0.7656490470055728,False
0.16016016016016016,0.8907723551967851,0.7950207010562192,False,0.7950207010562192,False,0.8297624547480845,False
0.17017017017017017,0.9175827302161629,0.9477124931162225,False,0.9477124931162225,False,0.871678376412924,False
0.18018018018018017,0.9381582799718314,0.8501635609525713,False,0.8501635609525713,False,0.875896125789412,False
0.19019019019019018,0.9520785462992832,0.8142321584874985,False,0.8142321584874985,False,0.9070271745162338,False
0.20020020020020018,0.9589599125304503,1.1025172717387968,False,1.1025172717387968,False,0.9689499480842314,True
0.21021021021021022,0.9584633168437499,0.9363545867279712,False,0.9363545867279712,False,0.966649399841816,False
0.22022022022022023,0.9503021183266624,0.9568871383591452,False,0.9568871383591452,False,0.9146515112446484,False
