time,clean,noisy,interpolated,smoothed
0.0,0.0,0.1861706449521821,0.1861706449521821,0.17955899044618234
0.02004008016032064,0.1250807432701351,0.11047213747176725,0.11047213747176725,0.2008963449054319
0.04008016032064128,0.24718826221870732,0.1637153388969812,0.1637153388969812,0.2455171255221513
0.06012024048096192,0.36441865069768575,0.23597812961588616,0.23597812961588616,0.31206030246650346
0.08016032064128256,0.47496019590562844,0.5191584256203591,0.5191584256203591,0.39353728590957965
0.1002004008016032,0.5771212428319753,0.3778584656009245,0.3778584656009245,0.481543442030328
0.12024048096192384,0.6693559409455078,0.6407744451861768,0.6407744451861768,0.5710551728258397
0.1402805611222445,0.7502874835862822,0.6205746316175963,0.6205746316175963,0.6602391432723974
0.16032064128256512,0.8187284932117502,0.7325472834919297,0.7325472834919297,0.7469177591154375
0.18036072144288576,0.8736982534738504,0.9043288623048747,0.9043288623048747,0.8267482661308573
0.2004008016032064,0.9144365412686025,0.9404454046294276,0.9404454046294276,0.8945404388000652
0.22044088176352705,0.9404138675450158,0.9188039221408805,0.9188039221408805,0.9456130032734086
0.24048096192384769,0.9513379938797163,0.8257844469096128,1.0360291008680906,0.9752619658032894
0.2605210420841683,0.9471566516779518,1.1532542795953007,1.1532542795953007,0.9790618604061139
0.280561122244489,0.9280564513926334,0.9128333834615084,0.9128333834615084,0.955351132184247
0.3006012024048096,0.8944580293998295,0.9306431983470803,0.9306431983470803,0.9062991386368329
0.32064128256513025,0.8470075391828341,0.9599591474845739,0.9599591474845739,0.8365005233623364
0.3406813627254509,0.7865646503358148,0.7269534731371943,0.7269534731371943,0.7523624604940594
0.3607214428857715,0.7141872727217097,0.6299892283716064,0.6299892283716064,0.661755974824377
0.3807615230460922,0.6311132730820358,0.6814182954347933,0.5497525769051759,0.5706994394002214
0.4008016032064128,0.5387394967406844,0.4695159254387452,0.4695159254387452,0.47970549841823656
0.42084168336673344,0.4385984470906395,0.5150429396914361,0.5150429396914361,0.3850677261639727
0.4408817635270541,0.33233300971199414,0.19811061583183506,0.19811061583183506,0.28321009829358174
0.4609218436873747,0.2216696357493759,0.19111493479933894,0.19111493479933894,0.17222317418162525
0.48096192384769537,0.10839042018932482,0.026555244198538636,0.11293961952872206,0.051480327218558275
0.501002004008016,-0.005695475354357075,0.03476430425810516,0.03476430425810516,-0.0757572342160284
0.5210420841683366,-0.11878059898106863,-0.396271072045894,-0.396271072045894,-0.1996209326256233
0.5410821643286573,-0.2290877281035632,-0.34980372428736956,-0.34980372428736956,-0.30798531417398906
0.561122244488978,-0.3348976841343567,-0.3965546798229983,-0.3965546798229983,-0.3953446865279642
0.5811623246492986,-0.4345760087912273,-0.5582548032498256,-0.5582548032498256,-0.46608971558019646
0.6012024048096192,-0.5265980899864451,-0.4042934856620669,-0.4042934856620669,-0.528844350017371
0.6212424849699398,-0.6095723530296283,-0.6093641013211616,-0.6093641013211616,-0.5880196856156437
0.6412825651302605,-0.6822611664839513,-0.7151444453997562,-0.7151444453997562,-0.6409083369265973
0.6613226452905812,-0.7435991508926256,-0.6374548957902695,-0.7360742947686484,-0.682932339391987
0.6813627254509018,-0.7927086220812974,-0.7570041441375406,-0.7570041441375406,-0.7143288462177448
0.7014028056112224,-0.8289119481189376,-0.5658316818295679,-0.5658316818295679,-0.7390564362191587
0.721442885771543,-0.8517406495059993,-0.8884241521324533,-0.8884241521324533,-0.757841089630365
0.7414829659318637,-0.8609411249321959,-0.8546626268263814,-0.8546626268263814,-0.7660099720026637
0.7615230460921844,-0.856476939155933,-0.7376238129446764,-0.7376238129446764,-0.7590410778752067
0.781563126252505,-0.8385276643358759,-0.7366597713946826,-0.7366597713946826,-0.7372989814047916
0.8016032064128256,-0.8074843206231184,-0.8174298045222685,-0.8174298045222685,-0.7045784546531123
